content,rating,sentiment,original_content,segment_content,_class
好用,5,0.4,好用,[['好用']],0
已經 好 一陣子 開播 音樂 第一 首 都 會 播 沒 幾 秒 就 閃退 重開 後 再 撥 一 次 才 能 正常 運作,1,-0.2,已經好一陣子開播音樂第一首都會播沒幾秒就閃退重開後再撥一次才能正常運作,"[['已經', '好', '一陣子', '開播', '音樂', '第一', '首', '都', '會', '播', '沒', '幾', '秒', '就', '閃退', '重開', '後', '再', '撥', '一', '次', '才', '能', '正常', '運作']]",1
桌機版 為什麼 不能 搜尋 每 次 都 要 關 電腦版 在 手機版 搜尋 後 找到 歌 下載完 後 同步,2,-0.25,桌機版為什麼不能搜尋每次都要關電腦版在手機版搜尋後找到歌下載完後同步,"[['桌機版', '為什麼', '不能', '搜尋', '每', '次', '都', '要', '關', '電腦版', '在', '手機版', '搜尋', '後', '找到', '歌', '下載完', '後', '同步']]",4
離線 竟然 也 能 聽 音樂 讚讚讚 另外 想 問 個 問題 離線 聽 免費 音樂 也 是 上限 首 嗎,4,-0.2,離線竟然也能聽音樂讚讚讚另外想問個問題離線聽免費音樂也是上限首嗎,"[['離線', '竟然', '也', '能', '聽', '音樂', '讚讚讚', '另外', '想', '問', '個', '問題', '離線', '聽', '免費', '音樂', '也', '是', '上限', '首', '嗎']]",0
聽 歌 聽 一半 會 莫名 關閉,2,-0.3,聽歌聽一半會莫名關閉,"[['聽', '歌', '聽', '一半', '會', '莫名', '關閉']]",4
更新 後 無法 背景 撥放 能 趕快 修正 嗎,1,-0.45,更新後無法背景撥放能趕快修正嗎,"[['更新', '後', '無法', '背景', '撥放', '能', '趕快', '修正', '嗎']]",2
不 錯 的 應 用 希望 越 做 越 好 還 有 一 個 地方 好 東西 要 分享 給 大家 瀏覽器輸入 下載簡體 中文 界面 最 大 華人娛樂網站 英國 政府 頒發執 照 安全無憂 體育 下注 電競 下 注 真人 美女 百家樂 老虎 機捕 魚 棋牌 彩票 電子 遊藝 等 各 種頂級娛樂 遊戲 你 找 的 裏面 都 有 不 去 試試 太 可惜 了 瀏覽器輸入 下載 曾 經 我 們 非常 珍愛 皆 因 歲月這 只 無形 的 手 慢慢 剝離 了 愛 的 光環 也 讓當 初 的 誓言 落成 一 地 晶瑩 的 玻璃 碎片 愛情 是 要 在 時間 中 漂洗 的 要 麼 沉澱成 一張發黃 的 照片 要麼 就 在 我 們樸實 的 生命 中 怒放 我 們 不 是 萍水相逢 幸福 不 是 剎那間 的 感覺 它 就 融化 在 我 們牽 手 的 甜蜜 中 融解於 看似 斑駁 的 生活裏 不要 認爲 後面還 有 更 好 的 因 爲現 在 擁 有的 就 是 最 好 的 不要 認爲還 年輕 可以 晚 些 結婚愛情 是 不等 年齡 的 其 實對 於愛 情 越 單純 越 幸福 經歷 的 太多 了 會麻木 分離 多 了 會習慣換戀 人 多 了 會 比較 到 最 後 你 不 會 再 相信 愛情 你 會 自暴自棄 就 這樣過 一輩子 讓 你 跟 我 將錯 就 錯 吧 痛過 才 知道 如何 保護 自己 哭過 才 知,5,0.4777777778,不錯的應用希望越做越好還有一個地方好東西要分享給大家瀏覽器輸入下載簡體中文界面最大華人娛樂網站英國政府頒發執照安全無憂體育下注電競下注真人美女百家樂老虎機捕魚棋牌彩票電子游藝等各種頂級娛樂遊戲你找的裏面都有不去試試太可惜了瀏覽器輸入下載曾經我們非常珍愛皆因歲月這隻無形的手慢慢剝離了愛的光環也讓當初的誓言落成一地晶瑩的玻璃碎片愛情是要在時間中漂洗的要麼沉澱成一張發黃的照片要麼就在我們樸實的生命中怒放我們不是萍水相逢幸福不是剎那間的感覺它就融化在我們牽手的甜蜜中融解於看似斑駁的生活裏不要認爲後面還有更好的因爲現在擁有的就是最好的不要認爲還年輕可以晚些結婚愛情是不等年齡的其實對於愛情越單純越幸福經歷的太多了會麻木分離多了會習慣換戀人多了會比較到最後你不會再相信愛情你會自暴自棄就這樣過一輩子讓你跟我將錯就錯吧痛過才知道如何保護自己哭過才知,"[['不錯', '的', '應用', '希望', '越', '做', '越', '好', '還', '有', '一', '個', '地方', '好', '東西', '要', '分享給', '大家', '瀏覽器', '輸入', '下載', '簡體', '中文', '界面', '最', '大', '華人', '娛樂', '網站', '英國', '政府', '頒發', '執照', '安全', '無憂', '體育', '下', '注電', '競下注', '真人', '美女', '百家樂', '老虎機', '捕', '魚', '棋牌', '彩票', '電子', '游藝', '等', '各', '種', '頂級', '娛樂', '遊戲', '你', '找', '的', '裏面', '都', '有', '不', '去', '試試', '太', '可惜', '了', '瀏覽器', '輸入', '下載', '曾經', '我們', '非常', '珍愛', '皆', '因', '歲月', '這', '隻', '無形', '的', '手', '慢慢', '剝離', '了', '愛', '的', '光環', '也', '讓', '當初', '的', '誓言', '落成', '一', '地', '晶瑩', '的', '玻璃', '碎片', '愛情', '是', '要', '在', '時間', '中', '漂洗', '的', '要麼', '沉澱成', '一', '張', '發黃', '的', '照片', '要麼', '就', '在', '我們', '樸實', '的', '生命', '中', '怒放', '我們', '不', '是', '萍水相逢', '幸福', '不', '是', '剎那間', '的', '感覺', '它', '就', '融化', '在', '我們', '牽', '手', '的', '甜蜜', '中', '融解', '於', '看似', '斑駁', '的', '生活', '裏', '不要', '認爲', '後面', '還', '有', '更', '好', '的', '因', '爲', '現在', '擁有', '的', '就', '是', '最好', '的', '不要', '認爲', '還', '年輕', '可以', '晚', '些', '結婚', '愛情', '是', '不等', '年齡', '的', '其實', '對於', '愛情', '越', '單純', '越', '幸福', '經歷', '的', '太多', '了', '會', '麻木', '分離', '多', '了', '會', '習慣', '換', '戀人', '多', '了', '會', '比較', '到', '最後', '你', '不會', '再', '相信', '愛情', '你', '會', '自暴自棄', '就', '這樣', '過', '一', '輩子', '讓', '你', '跟', '我', '將錯', '就', '錯', '吧', '痛', '過', '才', '知道', '如何', '保護', '自己', '哭', '過', '才', '知']]",0
請問 明明 播放 的 是 我 自選 的 歌單 播放 時 會 出現 非 歌單 裡 的 歌,3,0,請問明明播放的是我自選的歌單播放時會出現非歌單裡的歌,"[['請問', '明明', '播放', '的', '是', '我', '自選', '的', '歌單', '播放', '時', '會', '出現', '非', '歌單', '裡', '的', '歌']]",0
這 次 更新 後 畫面 上方 多 了 個人 資料 可以 取消 這 個 設計 嗎 或是 給 我們 自己 覺得 是否 要 顯示 很 礙眼 不美觀 回覆 打開 程式 最 上面 寫 著 神祕 嘉賓 和 帳號,2,-0.5,這次更新後畫面上方多了個人資料可以取消這個設計嗎或是給我們自己覺得是否要顯示很礙眼不美觀回覆打開程式最上面寫著神祕嘉賓和帳號,"[['這', '次', '更新', '後', '畫面', '上方', '多', '了', '個人', '資料', '可以', '取消', '這', '個', '設計', '嗎', '或是', '給', '我們', '自己', '覺得', '是否', '要', '顯示', '很', '礙眼', '不美觀', '回覆', '打開', '程式', '最', '上面', '寫', '著', '神祕', '嘉賓', '和', '帳號']]",4
除了 重新 安裝 以外 找 不 到 任何 可以 背景 播放 的 方法 可以 盡快 處理 嗎 我 相信 不 是 只有 我 有 這 個 問題,4,-0.15,除了重新安裝以外找不到任何可以背景播放的方法可以盡快處理嗎我相信不是隻有我有這個問題,"[['除了', '重新', '安裝', '以外', '找', '不', '到', '任何', '可以', '背景', '播放', '的', '方法', '可以', '盡快', '處理', '嗎', '我', '相信', '不', '是', '隻', '有', '我', '有', '這', '個', '問題']]",0
希望 韓語 可以 出 每 日 特調,5,0,希望韓語可以出每日特調,"[['希望', '韓語', '可以', '出', '每', '日', '特調']]",0
垃圾,1,-0.5,垃圾,[['垃圾']],4
不 錯 的 應 用 希望 越 做 越 好 還 有 一 個 地方 好 東西 要 分享 給 大家 瀏覽器輸入 下載簡體 中文 界面 最 大 華人娛樂網站 英國 政府 頒發執 照 安全無憂 體育 下注 電競 下 注 真人 美女 百家樂 老虎 機捕 魚 棋牌 彩票 電子 遊藝 等 各 種頂級娛樂 遊戲 你 找 的 裏面 都 有 不 去 試試 太 可惜 了 瀏覽器輸 入 下載 放下 心 中 的 忌憚 幸福 會從 天 而 降 生活 處處 是 風景 是 內心 的 焦躁 不 務實爲雙 眼 蒙上 了 層層 的 薄紗讓 我 們 停止 不停 甚至 往 後縮頓時 感覺 自己 似乎 進入 了 藻澤 越 掙脫 陷 得 越 深 痛苦 至 極難 以 言表 不妨 看 開 看淡 清空 所有 踏踏實實 的 做 事情 以 釋懷 的 微笑 去 生活 慢慢 地 與世間 的 隔閡 就 會 悄然 而 逝放 下 了 才 能 看到 明日 的 曙光 才 能 越 走 越 遠 生活 就 是 複製 和 黏貼 看似 簡單 的 軌跡 平淡 的 重複 要 想 不失 情趣 就 要 從狹 小 走向 遼闊從 狂亂 走向 沉靜從複雜 走向 簡單 用 激情 毅力 意志 寬容積極奮鬥 去 創造 一 段 不 讓 自己 老去 之 後覺 得 自己 一生 都 碌碌無爲 的 理想 生活 所 謂 人生 如 戲戲 如 人生 電影 中 一切 的 美,5,0.1888888889,不錯的應用希望越做越好還有一個地方好東西要分享給大家瀏覽器輸入下載簡體中文界面最大華人娛樂網站英國政府頒發執照安全無憂體育下注電競下注真人美女百家樂老虎機捕魚棋牌彩票電子游藝等各種頂級娛樂遊戲你找的裏面都有不去試試太可惜了瀏覽器輸入下載放下心中的忌憚幸福會從天而降生活處處是風景是內心的焦躁不務實爲雙眼蒙上了層層的薄紗讓我們停止不停甚至往後縮頓時感覺自己似乎進入了藻澤越掙脫陷得越深痛苦至極難以言表不妨看開看淡清空所有踏踏實實的做事情以釋懷的微笑去生活慢慢地與世間的隔閡就會悄然而逝放下了才能看到明日的曙光才能越走越遠生活就是複製和黏貼看似簡單的軌跡平淡的重複要想不失情趣就要從狹小走向遼闊從狂亂走向沉靜從複雜走向簡單用激情毅力意志寬容積極奮鬥去創造一段不讓自己老去之後覺得自己一生都碌碌無爲的理想生活所謂人生如戲戲如人生電影中一切的美,"[['不錯', '的', '應用', '希望', '越', '做', '越', '好', '還', '有', '一', '個', '地方', '好', '東西', '要', '分享給', '大家', '瀏覽器', '輸入', '下載', '簡體', '中文', '界面', '最', '大', '華人', '娛樂', '網站', '英國', '政府', '頒發', '執照', '安全', '無憂', '體育', '下', '注電', '競下注', '真人', '美女', '百家樂', '老虎機', '捕', '魚', '棋牌', '彩票', '電子', '游藝', '等', '各', '種', '頂級', '娛樂', '遊戲', '你', '找', '的', '裏面', '都', '有', '不', '去', '試試', '太', '可惜', '了', '瀏覽器', '輸入', '下載', '放下', '心', '中', '的', '忌憚', '幸福', '會', '從天而降', '生活', '處處', '是', '風景', '是', '內心', '的', '焦躁', '不務實爲', '雙眼', '蒙上', '了', '層層', '的', '薄紗', '讓', '我們', '停止', '不停', '甚至', '往後', '縮頓時', '感覺', '自己', '似乎', '進入', '了', '藻澤', '越', '掙脫', '陷', '得', '越', '深', '痛苦', '至', '極', '難以言表', '不妨', '看開', '看淡清空', '所有', '踏踏實實', '的', '做', '事情', '以', '釋懷', '的', '微笑', '去', '生活', '慢慢', '地', '與', '世間', '的', '隔閡', '就', '會', '悄然', '而', '逝放', '下', '了', '才', '能', '看到', '明日', '的', '曙光', '才', '能', '越', '走', '越', '遠', '生活', '就', '是', '複製', '和', '黏貼', '看似', '簡單', '的', '軌跡', '平淡', '的', '重複', '要', '想', '不失', '情趣', '就', '要', '從', '狹小', '走向', '遼闊', '從', '狂亂', '走向', '沉靜', '從', '複雜', '走向', '簡單', '用', '激情', '毅力', '意志', '寬容', '積極', '奮鬥', '去', '創造', '一', '段', '不', '讓', '自己', '老去', '之後', '覺得', '自己', '一生', '都', '碌碌', '無', '爲', '的', '理想', '生活', '所謂', '人生', '如', '戲戲', '如', '人生', '電影', '中', '一切', '的', '美']]",0
方便,4,0.2,方便,[['方便']],0
最近 換 歌 還 有 快 轉 的 時候 都 會 有 通知 的 鈴聲 出現 是 只有 我 有 這 種 問題 嗎 暫停 的 時候 也 會 有,3,-0.25,最近換歌還有快轉的時候都會有通知的鈴聲出現是隻有我有這種問題嗎暫停的時候也會有,"[['最近', '換', '歌', '還', '有', '快', '轉', '的', '時候', '都', '會', '有', '通知', '的', '鈴聲', '出現', '是', '隻', '有', '我', '有', '這', '種', '問題', '嗎', '暫停', '的', '時候', '也', '會', '有']]",0
好,5,0.3,好,[['好']],0
之前 關 螢幕 都 可以 繼續 播放 現在 一定 要 開 著 螢幕 並且 將 程式 開 著 還 不能 背景 播放 看 別的,2,-0.2,之前關螢幕都可以繼續播放現在一定要開著螢幕並且將程式開著還不能背景播放看別的,"[['之前', '關', '螢幕', '都', '可以', '繼續', '播放', '現在', '一定', '要', '開', '著', '螢幕', '並且', '將', '程式', '開', '著', '還', '不能', '背景', '播放', '看', '別的']]",1
綁 中華 電信包 一 個 月元 可以 隨便 你 聽 蠻 划算 的,5,-0.1,綁中華電信包一個月元可以隨便你聽蠻划算的,"[['綁', '中華', '電信包', '一', '個', '月元', '可以', '隨便', '你', '聽', '蠻', '划算', '的']]",0
更新 完 進去 播放 音樂 出來 就 關掉 有 刪掉 重 下載 也 是 一樣,4,0,更新完進去播放音樂出來就關掉有刪掉重下載也是一樣,"[['更新', '完', '進去', '播放', '音樂', '出來', '就', '關掉', '有', '刪掉', '重', '下載', '也', '是', '一樣']]",0
好多 歌 都 無,1,0,好多歌都無,"[['好多', '歌', '都', '無']]",4
超讚,5,0.9,超讚,[['超讚']],0
只要 搜尋 框有 文字 語音 搜 就 會 無效 回報 你 老 木 誰 有空 上面 就 是 詳細 狀況 裝置 資訊 自己 抓,1,-0.03333333333,只要搜尋框有文字語音搜就會無效回報你老木誰有空上面就是詳細狀況裝置資訊自己抓,"[['只要', '搜尋', '框有', '文字', '語音', '搜', '就', '會', '無效', '回報', '你', '老', '木', '誰', '有空', '上面', '就', '是', '詳細', '狀況', '裝置', '資訊', '自己', '抓']]",4
連線 不 穩,1,0,連線不穩,"[['連線', '不', '穩']]",4
已經 關掉 卻 一直 佔用 記憶體,3,0,已經關掉卻一直佔用記憶體,"[['已經', '關掉', '卻', '一直', '佔用', '記憶體']]",0
不 錯 的 應 用 希望 越 做 越 好 還 有 一 個 地方 好 東西 要 分享 給 大家 瀏覽器輸 入下載簡體 中文 界面 最 大 華人娛樂網站 英國 政府 頒發執 照 安全無憂 體育 下注 電競 下 注 真人 美女 百家樂 老虎 機捕 魚 棋牌 彩票 電子 遊藝 等 各 種頂級娛樂 遊戲 你 找 的 裏面 都 有 不 去 試試 太 可惜 了 瀏覽器輸 入 下載 世上 沒 有 絕對 幸福 的 人 只有 不肯 快樂 的 心掙 不 夠 的 錢財 看 一 看 身外之物 接 不 完 的 應酬辭 一 辭 有利 健康 看 不 慣 的 世俗靜 一靜順 其 自然 盡 不 完 的 孝心 走 一 走 回家 看看 走 不 完 的 前程 緩 一緩 漫步 人生 願意 吃 虧別 人才 會 與 之交 於無形 中贏 得 人心若時時權衡 事事計較總 想 討 得 好 處 佔 得 便宜 久 而 人 必 疏 之 避 之 遠 之 無語則友 少無 友則 情淡 懂得 吃 虧 的 人總 是 吃不了 虧 失 了 微利終 能 贏 得 大 貴東 西 再 好 你 也 無 法長 相擁 有 不如 常 懷 憐憫 之 心 常 伸 援助 之 手 常 予 溫暖 之 愛 做人謀 事 成 矣 不管 是 友情還 是 愛情 你 來 我 熱情相擁 你 走 我 坦然 放手,5,0.3727272727,不錯的應用希望越做越好還有一個地方好東西要分享給大家瀏覽器輸入下載簡體中文界面最大華人娛樂網站英國政府頒發執照安全無憂體育下注電競下注真人美女百家樂老虎機捕魚棋牌彩票電子游藝等各種頂級娛樂遊戲你找的裏面都有不去試試太可惜了瀏覽器輸入下載世上沒有絕對幸福的人只有不肯快樂的心掙不夠的錢財看一看身外之物接不完的應酬辭一辭有利健康看不慣的世俗靜一靜順其自然盡不完的孝心走一走回家看看走不完的前程緩一緩漫步人生願意吃虧別人纔會與之交於無形中贏得人心若時時權衡事事計較總想討得好處佔得便宜久而人必疏之避之遠之無語則友少無友則情淡懂得吃虧的人總是吃不了虧失了微利終能贏得大貴東西再好你也無法長相擁有不如常懷憐憫之心常伸援助之手常予溫暖之愛做人謀事成矣不管是友情還是愛情你來我熱情相擁你走我坦然放手,"[['不錯', '的', '應用', '希望', '越', '做', '越', '好', '還', '有', '一', '個', '地方', '好', '東西', '要', '分享給', '大家', '瀏覽器', '輸入', '下載', '簡體', '中文', '界面', '最', '大', '華人', '娛樂', '網站', '英國', '政府', '頒發', '執照', '安全', '無憂', '體育', '下', '注電', '競下注', '真人', '美女', '百家樂', '老虎機', '捕', '魚', '棋牌', '彩票', '電子', '游藝', '等', '各', '種', '頂級', '娛樂', '遊戲', '你', '找', '的', '裏面', '都', '有', '不', '去', '試試', '太', '可惜', '了', '瀏覽器', '輸入', '下載', '世上', '沒有', '絕對', '幸福', '的', '人', '只有', '不肯', '快樂', '的', '心掙', '不', '夠', '的', '錢財', '看', '一', '看', '身外之物', '接', '不', '完', '的', '應酬', '辭', '一', '辭', '有利', '健康', '看', '不', '慣', '的', '世俗', '靜', '一', '靜', '順其自然', '盡', '不', '完', '的', '孝心', '走', '一', '走', '回家', '看看', '走', '不', '完', '的', '前程', '緩', '一', '緩', '漫步', '人生', '願意', '吃虧', '別人', '纔會', '與', '之', '交於', '無形', '中', '贏得', '人心', '若', '時時', '權衡', '事事', '計較', '總', '想', '討得', '好處', '佔得', '便宜', '久', '而', '人', '必', '疏', '之', '避', '之', '遠', '之', '無語', '則', '友少', '無', '友', '則', '情淡', '懂得', '吃虧', '的', '人', '總是', '吃不了', '虧失', '了', '微利', '終', '能', '贏得', '大貴', '東西', '再', '好', '你', '也', '無法', '長相', '擁有', '不如', '常', '懷', '憐憫', '之', '心', '常', '伸', '援助', '之', '手', '常', '予', '溫暖', '之', '愛', '做人', '謀事', '成', '矣', '不管', '是', '友情', '還是', '愛情', '你', '來', '我', '熱情', '相擁', '你', '走', '我', '坦然', '放手']]",0
最近 經常 聽到 一半 自動 關閉 還 有 可以 改回 原本 的 樣子 嗎 要 從 另 個 地方 看 自己 追蹤 的 歌手 很 麻煩 不 人性化,2,-0.1333333333,最近經常聽到一半自動關閉還有可以改回原本的樣子嗎要從另個地方看自己追蹤的歌手很麻煩不人性化,"[['最近', '經常', '聽到', '一半', '自動', '關閉', '還', '有', '可以', '改回', '原本', '的', '樣子', '嗎', '要', '從', '另', '個', '地方', '看', '自己', '追蹤', '的', '歌手', '很', '麻煩', '不', '人性化']]",4
不錯,3,0.3,不錯,[['不錯']],0
付款 後 以 樣 不能 用,1,-0.2,付款後以樣不能用,"[['付款', '後', '以', '樣', '不能', '用']]",4
更新完 之後 聽 歌 常 斷線,4,-0.3,更新完之後聽歌常斷線,"[['更新完', '之後', '聽', '歌', '常', '斷線']]",0
這 一 個 月 很 奇怪 明明 是 點 收藏 歌曲 播放 但 播 一 播 之後 都 會 跳成 我 沒有 收藏 的 歌曲 播放,4,-0.3,這一個月很奇怪明明是點收藏歌曲播放但播一播之後都會跳成我沒有收藏的歌曲播放,"[['這', '一', '個', '月', '很', '奇怪', '明明', '是', '點', '收藏', '歌曲', '播放', '但', '播', '一', '播', '之後', '都', '會', '跳成', '我', '沒有', '收藏', '的', '歌曲', '播放']]",0
對於 現在 的 版 已經 改觀 了 小弟 搭配 中華 方案 加版 音質 真的 天差地遠 希望 無損 音質版 可以 再 更 上 一 層 樓 重新 上架 音源檔 加油,5,0.3,對於現在的版已經改觀了小弟搭配中華方案加版音質真的天差地遠希望無損音質版可以再更上一層樓重新上架音源檔加油,"[['對於', '現在', '的', '版', '已經', '改觀', '了', '小弟', '搭配', '中華', '方案', '加版', '音質', '真的', '天差地遠', '希望', '無損', '音質版', '可以', '再', '更', '上', '一', '層', '樓', '重新', '上架', '音源檔', '加油']]",0
這 幾 天 使用 怪怪 的 只要 畫面 離開 音源 就 關閉 這 是 什麼 原因 之前 不會 的 說 音源 也 不會,4,-0.3,這幾天使用怪怪的只要畫面離開音源就關閉這是什麼原因之前不會的說音源也不會,"[['這', '幾', '天', '使用', '怪怪', '的', '只要', '畫面', '離開', '音源', '就', '關閉', '這', '是', '什麼', '原因', '之前', '不會', '的', '說', '音源', '也', '不會']]",0
用 很 久 了 但是 最近 出現 歌單 裡 有 幾 首 歌 會 自己 消失 不見 再 加回去 一 次 又 消失 一 次 反反覆覆 的 一直 沒有 改善 希望 團隊 可以 瞭解 解決 一下,4,-0.3666666667,用很久了但是最近出現歌單裡有幾首歌會自己消失不見再加回去一次又消失一次反反覆覆的一直沒有改善希望團隊可以瞭解解決一下,"[['用', '很', '久', '了', '但是', '最近', '出現', '歌單', '裡', '有', '幾', '首', '歌', '會', '自己', '消失', '不見', '再', '加回去', '一', '次', '又', '消失', '一', '次', '反反覆覆', '的', '一直', '沒有', '改善', '希望', '團隊', '可以', '瞭解', '解決', '一下']]",0
希望 車用 模式 可以 顯示 歌詞,5,0,希望車用模式可以顯示歌詞,"[['希望', '車用', '模式', '可以', '顯示', '歌詞']]",0
不 錯 的 應 用 希望 越 做 越 好 還 有 一 個 地方 好 東西 要 分享 給 大家 瀏覽器輸 入下載簡體 中文 界面 最 大 華人娛樂網站 英國 政府 頒發執 照 安全無憂 體育 下注 電競 下 注 真人 美女 百家樂 老虎 機捕 魚 棋牌 彩票 電子 遊藝 等 各 種頂級娛樂 遊戲 你 找 的 裏面 都 有 不 去 試試 太 可惜 了 瀏覽器輸入 下載 生命 穿過 四 季 便 體會 了 風霜 雪 雨緣 分經過 聚散 便 沉澱 了 真情 實意 感情 走過歲 月 便領悟 了 人情 冷暖真愛 你 的 人 會 不 離 不 棄路過 你 的 人 只是 一 時 癡迷許 多 的 話 不要 用 耳朵聽 而是 用心 聽 許 多 的 人 不要 用 眼睛 看 而是 用心 看 熱烈 的 未必 長久 淡然 的 未必 無心 陪 你 到 最 後 的 才 是 真 愛 你 的 人 人生 在 世誰 都 不易 生活 在 外誰 都 有 淚 即使 身受 挫折 蒙受 不 白 也 不要 輕易 放棄 就算 人 受 傷 害心 受 打擊 也 不要 刻意 報復 因 爲放棄 意味着 屈服 報復說 明還 在 嫉恨 人 累 了 常常 疲憊心 累 了 常常 流淚 生活 中 那些 累半 是 自己 半 是 生活 生活 不 是 用 來對立 的 人生 不 是 用 來爭鬥 的 將心 比 心 都 能 想通 以 情換,5,0.375,不錯的應用希望越做越好還有一個地方好東西要分享給大家瀏覽器輸入下載簡體中文界面最大華人娛樂網站英國政府頒發執照安全無憂體育下注電競下注真人美女百家樂老虎機捕魚棋牌彩票電子游藝等各種頂級娛樂遊戲你找的裏面都有不去試試太可惜了瀏覽器輸入下載生命穿過四季便體會了風霜雪雨緣分經過聚散便沉澱了真情實意感情走過歲月便領悟了人情冷暖真愛你的人會不離不棄路過你的人只是一時癡迷許多的話不要用耳朵聽而是用心聽許多的人不要用眼睛看而是用心看熱烈的未必長久淡然的未必無心陪你到最後的纔是真愛你的人人生在世誰都不易生活在外誰都有淚即使身受挫折蒙受不白也不要輕易放棄就算人受傷害心受打擊也不要刻意報復因爲放棄意味着屈服報復說明還在嫉恨人累了常常疲憊心累了常常流淚生活中那些累半是自己半是生活生活不是用來對立的人生不是用來爭鬥的將心比心都能想通以情換,"[['不錯', '的', '應用', '希望', '越', '做', '越', '好', '還', '有', '一', '個', '地方', '好', '東西', '要', '分享給', '大家', '瀏覽器', '輸入', '下載', '簡體', '中文', '界面', '最', '大', '華人', '娛樂', '網站', '英國', '政府', '頒發', '執照', '安全', '無憂', '體育', '下', '注電', '競下注', '真人', '美女', '百家樂', '老虎機', '捕', '魚', '棋牌', '彩票', '電子', '游藝', '等', '各', '種', '頂級', '娛樂', '遊戲', '你', '找', '的', '裏面', '都', '有', '不', '去', '試試', '太', '可惜', '了', '瀏覽器', '輸入', '下載', '生命', '穿過', '四', '季', '便', '體會', '了', '風霜', '雪雨', '緣分', '經過', '聚散', '便', '沉澱', '了', '真情', '實意', '感情', '走過', '歲月', '便', '領悟', '了', '人情', '冷暖', '真愛', '你', '的', '人', '會', '不', '離', '不', '棄', '路過', '你', '的', '人', '只是', '一時', '癡迷', '許多', '的', '話', '不要', '用', '耳朵', '聽', '而是', '用心', '聽', '許多', '的', '人', '不要', '用', '眼睛', '看', '而是', '用心', '看熱烈', '的', '未必', '長久', '淡然', '的', '未必', '無心', '陪', '你', '到', '最後', '的', '纔', '是', '真愛', '你', '的', '人', '人生', '在世', '誰', '都', '不易', '生活', '在外', '誰', '都', '有', '淚', '即使', '身受', '挫折', '蒙受', '不', '白', '也', '不要', '輕易', '放棄', '就算', '人', '受', '傷害', '心', '受', '打擊', '也', '不要', '刻意', '報復', '因', '爲', '放棄', '意味着', '屈服', '報復', '說明', '還', '在', '嫉恨', '人', '累', '了', '常常', '疲憊', '心', '累', '了', '常常', '流淚', '生活', '中', '那些', '累半', '是', '自己', '半', '是', '生活', '生活', '不', '是', '用來', '對立', '的', '人生', '不', '是', '用來', '爭鬥', '的', '將', '心', '比', '心', '都', '能', '想通', '以', '情', '換']]",0
